"MapManBin"	"GO.Term"	"GO.Name"	"GO.Ontolgy"	"GO.depth"	"Bin.Description"
"7.8.2.6"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0008203"	"cholesterol metabolic process"	"BP"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0009918"	"sterol delta7 reductase activity"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016132"	"brassinosteroid biosynthetic process"	"BP"	23	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0016628"	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0047598"	"7-dehydrocholesterol reductase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.7"	"GO:0005516"	"calmodulin binding"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0005773"	"vacuole"	"CC"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0005774"	"vacuolar membrane"	"CC"	20	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0005886"	"plasma membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0009808"	"lignin metabolic process"	"BP"	10	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0009826"	"unidimensional cell growth"	"BP"	15	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0009834"	"plant-type secondary cell wall biogenesis"	"BP"	9	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0016132"	"brassinosteroid biosynthetic process"	"BP"	23	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0016614"	"oxidoreductase activity, acting on CH-OH group of donors"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0031090"	"organelle membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0043231"	"intracellular membrane-bounded organelle"	"CC"	9	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0050614"	"delta24-sterol reductase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0050660"	"flavin adenine dinucleotide binding"	"MF"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.2.7"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta24 reductase"
"7.8.3.1"	"GO:0000254"	"C-4 methylsterol oxidase activity"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0004497"	"monooxygenase activity"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0005506"	"iron ion binding"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0005789"	"endoplasmic reticulum membrane"	"CC"	22	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0008610"	"lipid biosynthetic process"	"BP"	8	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.1"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.methylsterol monooxygenase"
"7.8.3.2"	"GO:0003854"	"3-beta-hydroxy-delta5-steroid dehydrogenase activity"	"MF"	8	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0005789"	"endoplasmic reticulum membrane"	"CC"	22	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0047012"	"sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0103066"	"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.2"	"GO:0103067"	"4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.3-beta hydroxysteroid dehydrogenase"
"7.8.3.3.1"	"GO:0004607"	"phosphatidylcholine-sterol O-acyltransferase activity"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0008374"	"O-acyltransferase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0010150"	"leaf senescence"	"BP"	13	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0016127"	"sterol catabolic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0016746"	"transferase activity, transferring acyl groups"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0031090"	"organelle membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0034434"	"sterol esterification"	"BP"	13	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0043231"	"intracellular membrane-bounded organelle"	"CC"	9	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0080095"	"phosphatidylethanolamine-sterol O-acyltransferase activity"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.1"	"GO:0080096"	"phosphatidate-sterol O-acyltransferase activity"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.phospholipid:sterol acyltransferase"
"7.8.3.3.2"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.acyl-CoA:cholesterol acyltransferase"
"7.8.3.3.2"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.acyl-CoA:cholesterol acyltransferase"
"7.8.3.3.2"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.acyl-CoA:cholesterol acyltransferase"
"7.8.3.3.2"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.acyl-CoA:cholesterol acyltransferase"
"7.8.3.3.2"	"GO:0016746"	"transferase activity, transferring acyl groups"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol esterification.acyl-CoA:cholesterol acyltransferase"
"7.8.3.4.1"	"GO:0005773"	"vacuole"	"CC"	12	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0005774"	"vacuolar membrane"	"CC"	20	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0005975"	"carbohydrate metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0008152"	"metabolic process"	"BP"	2	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0009813"	"flavonoid biosynthetic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0009845"	"seed germination"	"BP"	8	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0010214"	"seed coat development"	"BP"	15	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016125"	"sterol metabolic process"	"BP"	9	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016757"	"transferase activity, transferring glycosyl groups"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016758"	"transferase activity, transferring hexosyl groups"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0016906"	"sterol 3-beta-glucosyltransferase activity"	"MF"	9	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0030259"	"lipid glycosylation"	"BP"	11	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0080043"	"quercetin 3-O-glucosyltransferase activity"	"MF"	9	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0080044"	"quercetin 7-O-glucosyltransferase activity"	"MF"	9	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0102202"	"soladodine glucosyltransferase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0102203"	"brassicasterol glucosyltransferase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"7.8.3.4.1"	"GO:0102205"	"cholesterol allpha-glucosyltransferase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.phytosterol conjugation.phytosterol glycosylation.UDP-glucose:sterol glucosyltransferase"
"8.1.1.10"	"GO:0000166"	"nucleotide binding"	"MF"	7	"Nucleotide metabolism.purines.ribonucleotide (RN) anabolism.adenylosuccinate synthase"
"8.1.1.10"	"GO:0004019"	"adenylosuccinate synthase activity"	"MF"	5	"Nucleotide metabolism.purines.ribonucleotide (RN) anabolism.adenylosuccinate synthase"
"8.1.1.10"	"GO:0005525"	"GTP binding"	"MF"	21	"Nucleotide metabolism.purines.ribonucleotide (RN) anabolism.adenylosuccinate synthase"
